push_force,push_start,push_duration,push_impulse,duration,timestep,steps,warning_count,finite,initial_x,final_x,x_drift,peak_abs_x_drift,peak_abs_pitch,final_pitch,final_abs_pitch,peak_abs_pitch_rate,peak_abs_wheel_torque,wheel_torque_saturation_fraction,non_wheel_ground_contact_count,non_wheel_ground_contact_geoms,final_base_height,meets_disturbance_objective,disturbance_score
-50.0,1.0,0.1,-5.0,6.0,0.001,6000,0,True,0.0,-0.14076610770790088,-0.14076610770790088,0.2849041129851625,0.24427426852335993,0.07213130621701432,0.07213130621701432,0.8570192628916193,1.1932167049722415,0.0,0,,0.2947851881999036,True,1.0619778748999398
50.0,1.0,0.1,5.0,6.0,0.001,6000,0,True,0.0,-0.16555973883778233,-0.16555973883778233,0.16666874118682118,0.13052894641248006,0.10261864955613433,0.10261864955613433,0.9709823515143159,1.6317871618230406,0.0,0,,0.2929573503371748,True,0.8382012322363186
