forward_velocity_target,ramp_time,duration,timestep,steps,velocity_window,warning_count,finite,initial_x,final_x,x_displacement,forward_distance,final_forward_velocity,average_forward_velocity_last_window,average_forward_velocity_error,peak_abs_pitch,final_pitch,final_abs_pitch,peak_abs_pitch_rate,peak_abs_wheel_torque,wheel_torque_saturation_fraction,non_wheel_ground_contact_count,non_wheel_ground_contact_geoms,final_base_height,meets_walking_objective,walking_score
0.25,2.0,8.0,0.001,8000,2.0,0,True,0.0,-2.191178312946736,-2.191178312946736,2.191178312946736,0.25379876970978255,0.25094563899394345,0.000945638993943454,0.100412341391039,0.0832534479051655,0.0832534479051655,0.16792834074901022,1.0675003316747484,0.0,0,,0.28219006813473324,True,0.30596521914283425
