duration,timestep,steps,warning_count,peak_abs_qvel,peak_abs_ctrl,final_base_height,final_base_quat_wxyz
1.0,0.001,1000,0,9.322121149234144,11.952425826217112,0.13984730441863605,"(0.9967277216885085, -0.0482489518170219, 0.06463310245120416, 0.005333810431965975)"
