duration,timestep,steps,warning_count,finite,initial_x,final_x,x_drift,peak_abs_x_drift,peak_abs_pitch,final_pitch,final_abs_pitch,peak_abs_pitch_rate,peak_abs_wheel_torque,wheel_torque_saturation_fraction,final_base_height,meets_standing_objective,standing_score
2.0,0.001,2000,0,True,0.0,0.08534962684601681,0.08534962684601681,0.08573679112419542,0.13333535943165145,0.013329963184409984,0.013329963184409984,2.2806743885334395,6.469060131452006,0.0,0.2503784456563809,True,0.40572736272513826
