rank,kp_pitch,kd_pitch,kx,kv,hip_pitch,knee,leg_kp,leg_kd,warning_count,finite,non_wheel_ground_contact_count,non_wheel_ground_contact_geoms,final_abs_pitch,peak_abs_pitch,peak_abs_x_drift,wheel_torque_saturation_fraction,standing_score,meets_standing_objective
48,15.0,4.0,20.0,10.0,0.0,0.25,60.0,4.0,0,True,0,,0.019684432859823003,0.019684432859823003,0.003325830403122042,0.0,0.12143242756206005,True
49,15.0,4.0,0.0,10.0,-0.1,0.25,60.0,4.0,0,True,0,,0.011243440761363759,0.02433622613221108,0.033133800812361947,0.0,0.12678001612223916,True
50,15.0,4.0,20.0,12.0,0.0,0.25,60.0,4.0,0,True,0,,0.021099760664914247,0.021099760664914247,0.003483381404825282,0.0,0.13008194539431078,True
51,15.0,4.0,20.0,12.0,-0.1,0.25,60.0,4.0,0,True,0,,0.006990013078203024,0.04343360355771165,0.02116900942795193,0.0,0.13599626885618732,True
52,20.0,6.0,0.0,10.0,-0.1,0.25,60.0,4.0,0,True,0,,0.016448152236709077,0.016493639488354264,0.04665840022523755,0.0,0.14543828814878237,True
53,35.0,4.0,20.0,12.0,-0.2,0.25,60.0,4.0,0,True,0,,0.0005041153606443893,0.054823245649421995,0.03561234150108792,0.0,0.14727529424250946,True
54,35.0,4.0,16.0,10.0,-0.1,0.25,60.0,4.0,0,True,0,,0.017839859356988633,0.02356000333193946,0.031016818280927068,0.0,0.1494962623727605,True
55,35.0,4.0,16.0,12.0,-0.2,0.25,60.0,4.0,0,True,0,,0.004434105508025052,0.05060876210081476,0.03489840512027552,0.0,0.15385235135400527,True
56,15.0,6.0,0.0,12.0,-0.1,0.25,60.0,4.0,0,True,0,,0.019141611359877773,0.021951178518304342,0.03760241131717924,0.0,0.15807121379329903,True
57,15.0,6.0,0.0,10.0,-0.2,0.25,60.0,4.0,0,True,0,,0.01266838154291318,0.03480952506355569,0.03967980833688268,0.0,0.15997238463564678,True
58,35.0,4.0,16.0,12.0,-0.1,0.25,60.0,4.0,0,True,0,,0.021120588824446326,0.024097452491526738,0.029715099139341127,0.0,0.1623923594201799,True
59,20.0,6.0,0.0,10.0,-0.2,0.25,60.0,4.0,0,True,0,,0.016080256894477684,0.031139329220519978,0.037989447705146784,0.0,0.16458913372409747,True
60,35.0,4.0,20.0,10.0,-0.1,0.25,60.0,4.0,0,True,0,,0.02129131790779881,0.02662716804396537,0.02994429825496772,0.0,0.1683639059740937,True
61,15.0,6.0,0.0,12.0,-0.2,0.25,60.0,4.0,0,True,0,,0.0023482422846280663,0.059884797493954235,0.04024068993556706,0.0,0.1694032540619878,True
62,15.0,4.0,16.0,12.0,-0.1,0.25,60.0,4.0,0,True,0,,0.018077921859896616,0.041270263986406215,0.021546429356649455,0.0,0.17639864476904837,True
63,20.0,4.0,0.0,10.0,-0.2,0.25,60.0,4.0,0,True,0,,0.012418630125048364,0.04617384297944635,0.03735747589657145,0.0,0.1793796823556576,True
64,35.0,6.0,16.0,12.0,-0.2,0.25,60.0,4.0,0,True,0,,0.018466056606669144,0.035998148355666885,0.03466531698783907,0.0,0.1805258401258494,True
65,35.0,4.0,20.0,12.0,-0.1,0.25,60.0,4.0,0,True,0,,0.025102522858538073,0.026440830252640084,0.028697532831748456,0.0,0.1819892847711809,True
66,35.0,4.0,20.0,10.0,-0.2,0.25,60.0,4.0,0,True,0,,0.013548707474692506,0.04646874470658647,0.03494390755499086,0.0,0.1820762268669338,True
67,35.0,6.0,16.0,10.0,-0.2,0.25,60.0,4.0,0,True,0,,0.017923854072778873,0.036177455585551035,0.04081399951683533,0.0,0.18486432697905292,True
68,35.0,4.0,16.0,10.0,-0.2,0.25,60.0,4.0,0,True,0,,0.01771918967106921,0.04193406704283227,0.03408281046020743,0.0,0.1888277032301488,True
69,20.0,6.0,20.0,12.0,-0.1,0.25,60.0,4.0,0,True,0,,0.02433681675713315,0.03662321317907381,0.0277612925606274,0.0,0.19835498594730763,True
70,15.0,4.0,0.0,12.0,-0.1,0.25,60.0,4.0,0,True,0,,0.027879422648194294,0.03296689703155591,0.032586078492836734,0.0,0.21003756314872574,True
71,20.0,6.0,0.0,12.0,-0.2,0.25,60.0,4.0,0,True,0,,0.025577944183007503,0.037175158108863196,0.0379183941072753,0.0,0.2145804870570317,True
72,20.0,6.0,16.0,12.0,-0.2,0.25,60.0,4.0,0,True,0,,0.0026555585000852095,0.07789830685029447,0.050422012556671975,0.0,0.21684086025760177,True
73,35.0,6.0,16.0,10.0,-0.1,0.25,60.0,4.0,0,True,0,,0.029970084615033032,0.029970084615033032,0.04096180175255799,0.0,0.22078230944275617,True
74,35.0,6.0,16.0,12.0,-0.1,0.25,60.0,4.0,0,True,0,,0.03086272961030439,0.03086272961030439,0.040224813522409496,0.0,0.22540119118423582,True
75,20.0,4.0,0.0,12.0,-0.2,0.25,60.0,4.0,0,True,0,,0.01351519391357489,0.07029785115055992,0.03962232193660009,0.0,0.2342787998920195,True
76,35.0,4.0,16.0,12.0,-0.1,0.18,60.0,4.0,0,True,0,,0.02315862871714579,0.035435825909091535,0.07245732768305524,0.0,0.23596349436982147,True
77,15.0,6.0,16.0,10.0,0.0,0.18,60.0,4.0,0,True,0,,0.004315920622442739,0.08140202488722727,0.06223766079299383,0.0,0.24230539305721932,True
78,20.0,6.0,16.0,10.0,-0.1,0.25,60.0,4.0,0,True,0,,0.03741565442762604,0.03741565442762604,0.030679678152932266,0.0,0.2551736047186885,True
79,35.0,6.0,0.0,12.0,-0.1,0.18,60.0,4.0,0,True,0,,0.0030275564967872856,0.04592892162112552,0.1555648257380421,0.0,0.25953289496744225,True
80,15.0,6.0,20.0,12.0,-0.1,0.25,60.0,4.0,0,True,0,,0.035091272543318404,0.0461933542587526,0.02743329316735175,0.0,0.2601850918581306,True
81,35.0,4.0,20.0,12.0,-0.1,0.18,60.0,4.0,0,True,0,,0.030673694620607397,0.03703785960908773,0.06450329238055931,0.0,0.26127379008116436,True
82,20.0,6.0,20.0,10.0,0.0,0.18,60.0,4.0,0,True,0,,0.011097182740358539,0.07738594444809936,0.06351471411124042,0.0,0.2626753339688733,True
83,20.0,4.0,16.0,10.0,-0.1,0.25,60.0,4.0,0,True,0,,0.039955212018226126,0.039955212018226126,0.026849196107598134,0.0,0.26658046821695486,True
84,15.0,6.0,0.0,12.0,0.0,0.18,60.0,4.0,0,True,0,,0.014312728691794344,0.05806996822349035,0.09676230555259376,0.0,0.27015315676675183,True
85,35.0,6.0,20.0,10.0,-0.1,0.25,60.0,4.0,0,True,0,,0.03789655808589421,0.03789655808589421,0.043051458566358725,0.0,0.270430807081724,True
86,20.0,6.0,16.0,12.0,-0.1,0.25,60.0,4.0,0,True,0,,0.04008155660336037,0.04008155660336037,0.029999699178118847,0.0,0.27048903879828107,True
87,15.0,6.0,20.0,12.0,0.0,0.18,60.0,4.0,0,True,0,,0.012289580282028487,0.08647649705930732,0.0504877225178448,0.0,0.2725990377645734,True
88,15.0,6.0,20.0,10.0,-0.1,0.25,60.0,4.0,0,True,0,,0.03935737047703761,0.04526812716398088,0.027154699236980506,0.0,0.27512043547309273,True
89,15.0,6.0,0.0,10.0,0.0,0.18,60.0,4.0,0,True,0,,0.015122923081997584,0.055507870400389764,0.11541085867956825,0.0,0.2869182918083381,True
90,35.0,6.0,20.0,12.0,-0.2,0.25,60.0,4.0,0,True,0,,0.04156839624950675,0.041578937845360556,0.03808753249008359,0.0,0.28751899317883167,True
91,15.0,6.0,16.0,12.0,0.0,0.18,60.0,4.0,0,True,0,,0.018274510496174172,0.08038876106343977,0.05369670901292651,0.0,0.28757227312450273,True
92,15.0,4.0,16.0,10.0,0.0,0.18,60.0,4.0,0,True,0,,0.017697057757669055,0.08420313429965814,0.05050294235302785,0.0,0.2896974419830204,True
93,20.0,4.0,16.0,12.0,-0.1,0.25,60.0,4.0,0,True,0,,0.04377874109042198,0.04377874109042198,0.02709809939748544,0.0,0.2897705459400173,True
94,15.0,4.0,0.0,10.0,-0.2,0.25,60.0,4.0,0,True,0,,0.025222029222530185,0.0766950705939969,0.04047739534468422,0.0,0.29475565342279875,True
95,35.0,6.0,20.0,10.0,-0.2,0.25,60.0,4.0,0,True,0,,0.03880039825323425,0.04609847622836417,0.048890589687923716,0.0,0.29628913515758903,True
96,20.0,6.0,16.0,12.0,0.0,0.18,60.0,4.0,0,True,0,,0.021636603032268744,0.07515597893139993,0.061116215801329817,0.0,0.2979745857932046,True
97,20.0,6.0,16.0,10.0,0.0,0.18,60.0,4.0,0,True,0,,0.018445041856514043,0.07729862337108101,0.06980566954452677,0.0,0.29818308371274493,True
98,15.0,6.0,20.0,10.0,0.0,0.18,60.0,4.0,0,True,0,,0.016323621752554578,0.08846208644059388,0.05854604200832569,0.0,0.30076470189973176,True
99,20.0,6.0,0.0,10.0,-0.2,0.18,60.0,4.0,0,True,0,,0.004376217735208665,0.0734692770586436,0.13765296428659995,0.0,0.3020963893447218,True
100,20.0,4.0,20.0,10.0,-0.1,0.25,60.0,4.0,0,True,0,,0.047022570426841485,0.047022570426841485,0.02732173700571178,0.0,0.3094571595667607,True
101,15.0,4.0,0.0,12.0,-0.1,0.18,60.0,4.0,0,True,0,,0.0134610445884745,0.0850610548414719,0.09136245711183336,0.0,0.31532874514867515,True
102,20.0,4.0,20.0,12.0,0.0,0.18,60.0,4.0,0,True,0,,0.03226524784932392,0.07286707832391914,0.04596940996011529,0.0,0.3207645580052492,True
103,20.0,6.0,20.0,10.0,-0.1,0.25,60.0,4.0,0,True,0,,0.04858265304768457,0.04858265304768457,0.03252493002011972,0.0,0.3240208483062271,True
104,35.0,4.0,16.0,10.0,0.0,0.18,60.0,4.0,0,True,0,,0.03288483314859449,0.056062922416251125,0.08294082777976734,0.0,0.32660600520664756,True
105,35.0,4.0,16.0,12.0,0.0,0.18,60.0,4.0,0,True,0,,0.03375252627168728,0.055076845274264714,0.08238675029456477,0.0,0.32755054592984334,True
106,15.0,4.0,16.0,12.0,0.0,0.18,60.0,4.0,0,True,0,,0.03173179721236441,0.07932369315535749,0.042939453522918274,0.0,0.3285140286830909,True
107,15.0,6.0,0.0,12.0,-0.1,0.18,60.0,4.0,0,True,0,,0.0053934070877535295,0.10034853003620428,0.10852754477925376,0.0,0.33079823320267643,True
108,20.0,6.0,20.0,12.0,0.0,0.18,60.0,4.0,0,True,0,,0.03091091506167211,0.07606269008518393,0.055801170203918025,0.0,0.3315702106209743,True
109,20.0,4.0,20.0,10.0,0.0,0.18,60.0,4.0,0,True,0,,0.031166206490019024,0.07773635367472646,0.053393703734369864,0.0,0.33353123704389886,True
110,35.0,6.0,16.0,12.0,0.0,0.18,60.0,4.0,0,True,0,,0.03405060306889421,0.05757755731825663,0.08220696773460562,0.0,0.33356449464669574,True
111,15.0,6.0,0.0,10.0,-0.2,0.18,60.0,4.0,0,True,0,,0.010051374738947787,0.08944215366582217,0.11602399357259681,0.0,0.3351137998600323,True
112,35.0,4.0,20.0,12.0,0.0,0.18,60.0,4.0,0,True,0,,0.0375238297165554,0.05833477859193545,0.0688267668986807,0.0,0.3355916429487732,True
113,15.0,6.0,16.0,10.0,-0.1,0.25,60.0,4.0,0,True,0,,0.05323115390043542,0.05323115390043542,0.03160526654223499,0.0,0.3509921899448475,True
114,20.0,6.0,16.0,10.0,-0.1,0.18,60.0,4.0,0,True,0,,8.066918939485612e-05,0.12539358731522127,0.10286158012478548,0.0,0.3539714315128074,True
115,15.0,6.0,0.0,10.0,-0.1,0.18,60.0,4.0,0,True,0,,0.009563903629453219,0.09346860579288559,0.13177943706557532,0.0,0.35697226316915937,True
116,15.0,4.0,16.0,10.0,-0.1,0.25,60.0,4.0,0,True,0,,0.0555921433323679,0.0555921433323679,0.027612776963431326,0.0,0.36116563695763876,True
117,15.0,6.0,16.0,12.0,-0.1,0.25,60.0,4.0,0,True,0,,0.05517688469415556,0.05517688469415556,0.03080234193600693,0.0,0.36186365010094035,True
118,15.0,4.0,20.0,10.0,-0.1,0.18,60.0,4.0,0,True,0,,0.011833621379462063,0.12408306622668883,0.0685707247025269,0.0,0.3640713426737528,True
119,35.0,6.0,20.0,12.0,-0.2,0.18,60.0,4.0,0,True,0,,0.018125839395611812,0.10277432846620081,0.0996543986949185,0.0,0.37770641320976733,True
120,15.0,4.0,0.0,10.0,0.0,0.18,60.0,4.0,0,True,0,,0.0338330063927927,0.057496082999334557,0.12752215567779235,0.0,0.3778463472476323,True
121,20.0,6.0,20.0,12.0,-0.1,0.18,60.0,4.0,0,True,0,,0.01557606221320726,0.11809647329243868,0.08107757972766849,0.0,0.3795747751653749,True
122,35.0,4.0,0.0,10.0,0.0,0.18,60.0,4.0,0,True,0,,0.025715433644663863,0.03469547021877711,0.20779068140910337,0.0,0.38004335642531306,True
123,20.0,6.0,16.0,10.0,-0.2,0.25,60.0,4.0,0,True,0,,0.04540248952285754,0.07089548866374182,0.056819994614683435,0.0,0.38022093003359725,True
124,35.0,6.0,16.0,10.0,-0.2,0.18,60.0,4.0,0,True,0,,0.026672561524586386,0.08466635426658801,0.1075309345484483,0.0,0.3835538891799699,True
125,35.0,4.0,0.0,12.0,0.0,0.18,60.0,4.0,0,True,0,,0.03066526755747541,0.037312091073810276,0.1867978442319609,0.0,0.38408309660948314,True
126,20.0,4.0,20.0,12.0,-0.1,0.25,60.0,4.0,0,True,0,,0.059086224751597693,0.059086224751597693,0.03034191748676441,0.0,0.38485926599635056,True
127,15.0,4.0,0.0,10.0,-0.1,0.18,60.0,4.0,0,True,0,,0.017954688388087173,0.09536181122964021,0.12388278823825433,0.0,0.38642516424988343,True
128,20.0,6.0,0.0,10.0,-0.1,0.18,60.0,4.0,0,True,0,,0.01791049599618942,0.07849187569514339,0.15839658748205326,0.0,0.3870223228570977,True
129,20.0,6.0,0.0,12.0,0.0,0.18,60.0,4.0,0,True,0,,0.03712407170702689,0.05164060296984846,0.1374674480338011,0.0,0.38924494080160554,True
130,35.0,6.0,20.0,10.0,-0.2,0.18,60.0,4.0,0,True,0,,0.024062280721183403,0.09338782242000213,0.10651244311243331,0.0,0.38953721083717113,True
131,35.0,6.0,0.0,12.0,0.0,0.18,60.0,4.0,0,True,0,,0.030923225787141614,0.03826139610109575,0.19176626655637552,0.0,0.39198196190713347,True
132,20.0,6.0,16.0,12.0,-0.1,0.18,60.0,4.0,0,True,0,,0.013852167477827458,0.12321916054255125,0.0903759861005931,0.0,0.39222297709700543,True
133,15.0,4.0,16.0,10.0,-0.1,0.18,60.0,4.0,0,True,0,,0.014055049559668194,0.1302804935055114,0.07676535859369658,0.0,0.39354654384339216,True
134,35.0,6.0,0.0,10.0,0.0,0.18,60.0,4.0,0,True,0,,0.027721855042986094,0.03583726751079112,0.21257629565390762,0.0,0.39513825084743426,True
135,20.0,6.0,0.0,10.0,0.0,0.18,60.0,4.0,0,True,0,,0.0343265448890999,0.04873325440159763,0.16054357382593024,0.0,0.39531626218552507,True
136,35.0,4.0,20.0,10.0,0.0,0.18,60.0,4.0,0,True,0,,0.05004636878374275,0.058923374190328524,0.07919955824039934,0.0,0.39723178175602736,True
137,20.0,4.0,0.0,12.0,-0.1,0.18,60.0,4.0,0,True,0,,0.025624172315409283,0.08226331877875583,0.1321754545579227,0.0,0.39919878137707143,True
138,20.0,4.0,0.0,10.0,-0.1,0.18,60.0,4.0,0,True,0,,0.021682668715772138,0.0800108016050642,0.15329718500869022,0.0,0.40004946308190714,True
139,20.0,6.0,16.0,10.0,-0.2,0.18,60.0,4.0,0,True,0,,0.007055786643192491,0.13057295281700568,0.11095498295900685,0.0,0.4003240351657882,True
140,35.0,6.0,16.0,12.0,-0.2,0.18,60.0,4.0,0,True,0,,0.02848671192688192,0.09414119123370164,0.10012673369583774,0.0,0.4023559638707687,True
141,35.0,4.0,0.0,12.0,-0.1,0.18,60.0,4.0,0,True,0,,0.04018564202941537,0.04018564202941537,0.16137424341047005,0.0,0.40248809558696225,True
142,15.0,6.0,16.0,10.0,-0.1,0.18,60.0,4.0,0,True,0,,0.0029482599233857285,0.1451501501003876,0.10203039142958625,0.0,0.40412373132390433,True
143,35.0,6.0,20.0,12.0,0.0,0.18,60.0,4.0,0,True,0,,0.05057397796381331,0.06157325636302715,0.07870335777073349,0.0,0.40414578235204107,True
144,35.0,6.0,16.0,10.0,0.0,0.18,60.0,4.0,0,True,0,,0.0471934878442328,0.06000422525576577,0.09600296728134564,0.0,0.40478536916980834,True
145,20.0,4.0,16.0,12.0,0.0,0.18,60.0,4.0,0,True,0,,0.055661834004455894,0.06895871068029347,0.050067457103229046,0.0,0.41063221448163956,True
146,20.0,6.0,20.0,10.0,-0.2,0.25,60.0,4.0,0,True,0,,0.039447624444547504,0.09327744846353757,0.06701960160547896,0.0,0.4113649963107441,True
147,15.0,4.0,20.0,10.0,-0.1,0.25,60.0,4.0,0,True,0,,0.0642684847712946,0.0642684847712946,0.027279718258453222,0.0,0.4128906268862208,True
148,35.0,4.0,20.0,12.0,-0.2,0.18,60.0,4.0,0,True,0,,0.025537610719001774,0.11309005071556524,0.09055409879640794,0.0,0.41888464310354556,True
149,20.0,6.0,20.0,10.0,-0.1,0.18,60.0,4.0,0,True,0,,0.013948161240006174,0.1329565708482915,0.09804287080868773,0.0,0.4197486574652954,True
150,20.0,6.0,20.0,12.0,-0.2,0.25,60.0,4.0,0,True,0,,0.04331265976376882,0.09445577199001781,0.05918021081248391,0.0,0.42134239384759486,True
151,20.0,6.0,0.0,12.0,-0.2,0.18,60.0,4.0,0,True,0,,0.03180355661943474,0.08986972096316254,0.11655883443454966,0.0,0.4235125028386137,True
152,15.0,6.0,20.0,10.0,-0.2,0.25,60.0,4.0,0,True,0,,0.009752989021680725,0.14850751388759462,0.0890353491333172,0.0,0.42506233299522933,True
153,20.0,4.0,0.0,10.0,0.0,0.18,60.0,4.0,0,True,0,,0.04382562593274493,0.04916082866017117,0.15670412345961535,0.0,0.4303282845109374,True
154,35.0,4.0,0.0,12.0,-0.2,0.18,60.0,4.0,0,True,0,,0.02999790875246234,0.07122377996936649,0.16868466216393105,0.0,0.43112385711251344,True
155,35.0,4.0,16.0,10.0,-0.2,0.18,60.0,4.0,0,True,0,,0.03545037941420001,0.09632308518764088,0.09736687873674117,0.0,0.43181456676882296,True
156,20.0,6.0,0.0,12.0,-0.1,0.18,60.0,4.0,0,True,0,,0.02767549055466417,0.09086434251100331,0.140181633952436,0.0,0.4326122811930993,True
157,15.0,6.0,16.0,10.0,-0.2,0.25,60.0,4.0,0,True,0,,0.03170111437223455,0.11614455283427529,0.07467564472659109,0.0,0.43376920788407985,True
158,15.0,4.0,20.0,10.0,0.0,0.18,60.0,4.0,0,True,0,,0.05592066133676736,0.0824363185277691,0.04631470675590297,0.0,0.4348699891585106,True
159,35.0,6.0,0.0,10.0,-0.2,0.18,60.0,4.0,0,True,0,,0.032091803470544356,0.04948857137226001,0.20930190631161208,0.0,0.43664626293830955,True
160,20.0,4.0,0.0,12.0,0.0,0.18,60.0,4.0,0,True,0,,0.05044076514918485,0.05044955418311128,0.13648287206858978,0.0,0.4391450410315517,True
161,35.0,6.0,0.0,12.0,-0.2,0.18,60.0,4.0,0,True,0,,0.033075608802526364,0.06128620650131047,0.18479629579236317,0.0,0.43967114400508955,True
162,35.0,4.0,16.0,12.0,-0.2,0.18,60.0,4.0,0,True,0,,0.036772046932830316,0.1039719520668687,0.09057697266399206,0.0,0.44560906452905075,True
163,35.0,4.0,0.0,10.0,-0.2,0.18,60.0,4.0,0,True,0,,0.03195803134229587,0.05951987577785128,0.2055390088384315,0.0,0.45241088576331756,True
164,35.0,6.0,16.0,12.0,-0.1,0.18,60.0,4.0,0,True,0,,0.051993258291687175,0.0682855552052607,0.11005313250199204,0.0,0.45459727607926215,True
165,15.0,4.0,0.0,12.0,0.0,0.18,60.0,4.0,0,True,0,,0.056086888627953205,0.05717015352894187,0.11627188923461636,0.0,0.4549597508043129,True
166,15.0,6.0,16.0,10.0,-0.2,0.18,60.0,4.0,0,True,0,,0.008169444293609244,0.15539616497858957,0.1135948432507506,0.0,0.4570649503823667,True
167,35.0,4.0,20.0,10.0,-0.1,0.18,60.0,4.0,0,True,0,,0.05572804880620023,0.06988203681484788,0.09473530441291665,0.0,0.45741157326741333,True
168,20.0,4.0,16.0,10.0,0.0,0.18,60.0,4.0,0,True,0,,0.06417085641474794,0.07193685480017478,0.05710868582482753,0.0,0.45766582108416887,True
169,35.0,4.0,20.0,10.0,-0.2,0.18,60.0,4.0,0,True,0,,0.03732314667795643,0.1058034138834551,0.09714716991249399,0.0,0.4580465843912299,True
170,15.0,4.0,16.0,12.0,-0.1,0.18,60.0,4.0,0,True,0,,0.041741669570225536,0.11429761331531327,0.06460188621162204,0.0,0.4601637911231507,True
171,35.0,6.0,20.0,12.0,-0.1,0.18,60.0,4.0,0,True,0,,0.051119016614438025,0.0819138231566947,0.09218051789480605,0.0,0.46048423066594757,True
172,35.0,6.0,20.0,10.0,0.0,0.18,60.0,4.0,0,True,0,,0.06161979184298102,0.06338835363873094,0.08802256353121134,0.0,0.46127843818059727,True
173,15.0,4.0,20.0,12.0,0.0,0.18,60.0,4.0,0,True,0,,0.06696309235902843,0.0772853820841669,0.03942468260357792,0.0,0.4618478162080254,True
174,15.0,6.0,0.0,12.0,-0.1,0.1,60.0,4.0,0,True,0,,0.0026888880898095283,0.13520628374120913,0.1873454477697197,0.0,0.4685135676113761,True
175,15.0,4.0,0.0,12.0,-0.2,0.25,60.0,4.0,0,True,0,,0.052695364967647255,0.10717815100781561,0.04432764311634603,0.0,0.4694654050025662,True
176,15.0,4.0,20.0,12.0,-0.1,0.18,60.0,4.0,0,True,0,,0.04645336384482626,0.11543180340678087,0.058431568808826,0.0,0.4751086310016928,True
177,35.0,4.0,16.0,10.0,-0.1,0.18,60.0,4.0,0,True,0,,0.05606911818707841,0.07257058967008174,0.11196172995572258,0.0,0.48137938204419967,True
178,20.0,4.0,0.0,10.0,-0.2,0.18,60.0,4.0,0,True,0,,0.037329386681560286,0.09716200631203649,0.14182812715061288,0.0,0.48546968650092703,True
179,20.0,6.0,20.0,10.0,-0.2,0.18,60.0,4.0,0,True,0,,0.02128085814055651,0.14554036235439893,0.11104857791608246,0.0,0.4872527351871064,True
180,35.0,6.0,0.0,10.0,-0.1,0.18,60.0,4.0,0,True,0,,0.036424231269949044,0.05461493709039422,0.23632822820473726,0.0,0.49125502746532185,True
181,35.0,6.0,16.0,10.0,-0.1,0.18,60.0,4.0,0,True,0,,0.05277371290789799,0.08341163463856828,0.11798220000666429,0.0,0.4959003209153928,True
182,35.0,4.0,0.0,10.0,-0.1,0.18,60.0,4.0,0,True,0,,0.04115976479763088,0.053349156283621975,0.22862016711918984,0.0,0.49995753887695726,True
183,15.0,6.0,0.0,12.0,-0.2,0.18,60.0,4.0,0,True,0,,0.047265187387840746,0.10407271745002536,0.10556264796663263,0.0,0.5027688324180464,True
184,20.0,6.0,0.0,12.0,-0.1,0.1,60.0,4.0,0,True,0,,0.005845119378076096,0.12342079071110049,0.2340846152514379,0.0,0.5043066741859432,True
185,20.0,4.0,16.0,12.0,-0.2,0.25,60.0,4.0,0,True,0,,0.045509703166087496,0.1336315610557952,0.05752500649083608,0.0,0.5068269412667764,True
186,15.0,6.0,0.0,10.0,-0.1,0.1,60.0,4.0,0,True,0,,0.0077886246069188095,0.12751695603805488,0.22214985914173815,0.0,0.5083382696455232,True
187,20.0,4.0,20.0,10.0,-0.1,0.18,60.0,4.0,0,True,0,,0.05893968090493339,0.10119931762780453,0.07045254518466731,0.0,0.5086099040600099,True
188,15.0,4.0,0.0,10.0,-0.1,0.1,60.0,4.0,0,True,0,,0.00853798800995632,0.13412750656785738,0.20830733611944205,0.0,0.5107143012949821,True
189,20.0,4.0,16.0,10.0,-0.1,0.18,60.0,4.0,0,True,0,,0.058757156712509334,0.10227092885280545,0.0737302624474795,0.0,0.5133007470031278,True
190,35.0,6.0,0.0,10.0,-0.1,0.1,60.0,4.0,0,True,0,,0.010596461062431346,0.08091637661349318,0.3095248209069013,0.0,0.513743418383613,False
191,15.0,6.0,16.0,12.0,-0.1,0.18,60.0,4.0,0,True,0,,0.033073730518482204,0.14536920025033734,0.09175993082662257,0.0,0.5147932534012261,True
192,15.0,6.0,20.0,10.0,0.0,0.1,60.0,4.0,0,True,0,,0.010828435707405683,0.1795114044646501,0.1175871675621548,0.0,0.5199237193210777,True
193,15.0,4.0,0.0,12.0,-0.1,0.1,60.0,4.0,0,True,0,,0.018246174992753095,0.13173110212066103,0.19046378403347367,0.0,0.5269106882458081,True
194,20.0,4.0,16.0,10.0,-0.2,0.25,60.0,4.0,0,True,0,,0.0660229694442973,0.10435734958072347,0.05671251460231551,0.0,0.5295190915409517,True
195,20.0,4.0,20.0,12.0,-0.1,0.18,60.0,4.0,0,True,0,,0.07306582071817912,0.09949646072531702,0.0605280410237423,0.0,0.5517842453470928,True
196,15.0,6.0,20.0,12.0,-0.1,0.18,60.0,4.0,0,True,0,,0.04200387315078018,0.1527240703895689,0.08814886659200023,0.0,0.5616124999742588,True
197,15.0,6.0,16.0,12.0,0.0,0.1,60.0,4.0,0,True,0,,0.03574082844599062,0.15737256463560578,0.10717246573941455,0.0,0.5648809087945886,True
198,20.0,4.0,0.0,12.0,-0.2,0.18,60.0,4.0,0,True,0,,0.052170788622352644,0.11639170637505512,0.12468892323654154,0.0,0.5661554904760624,True
199,35.0,6.0,20.0,10.0,-0.1,0.18,60.0,4.0,0,True,0,,0.07399813191859309,0.07893241380072674,0.11231477634398183,0.0,0.5661721316198076,True
200,20.0,4.0,16.0,12.0,-0.1,0.18,60.0,4.0,0,True,0,,0.0765632335146354,0.09648777547914661,0.07159226028100883,0.0,0.5708207452978437,True
201,20.0,6.0,0.0,10.0,-0.1,0.1,60.0,4.0,0,True,0,,0.025875202185668106,0.11033771055864819,0.24726581593037086,0.0,0.5714420457903396,True
202,15.0,6.0,20.0,10.0,-0.1,0.1,60.0,4.0,0,True,0,,0.0027590334096656613,0.21469493393898745,0.13651093987555524,0.0,0.5769369413921928,True
203,20.0,4.0,0.0,10.0,-0.1,0.1,60.0,4.0,0,True,0,,0.03322908872994397,0.10960562096212709,0.2339137448325455,0.0,0.5860413416765755,True
204,15.0,6.0,16.0,10.0,0.0,0.1,60.0,4.0,0,True,0,,0.0335048618239414,0.1667505806521808,0.1251509196880569,0.0,0.592671528288184,True
205,20.0,4.0,0.0,12.0,-0.1,0.1,60.0,4.0,0,True,0,,0.029972064815638286,0.12126179033649022,0.24367477221805547,0.0,0.606086612153589,True
206,20.0,6.0,20.0,12.0,0.0,0.1,60.0,4.0,0,True,0,,0.04801397468948236,0.1514344898874402,0.11321314748945603,0.0,0.6081380260222659,True
207,20.0,6.0,20.0,12.0,-0.2,0.18,60.0,4.0,0,True,0,,0.0475938286165609,0.1566120744686495,0.10516240401800876,0.0,0.6087618674215514,True
208,20.0,6.0,16.0,12.0,-0.2,0.18,60.0,4.0,0,True,0,,0.05586020353714435,0.14192120850559756,0.10491273671317253,0.0,0.612195967872945,True
209,35.0,4.0,0.0,12.0,0.0,0.1,60.0,4.0,0,True,0,,0.027916377645895565,0.08039738106055451,0.3529524890151103,0.0,0.6254127617198015,False
210,20.0,6.0,20.0,10.0,0.0,0.1,60.0,4.0,0,True,0,,0.04383526787313172,0.1605739227483108,0.12990712655355155,0.0,0.6263960435427001,True
211,20.0,6.0,16.0,12.0,0.0,0.1,60.0,4.0,0,True,0,,0.05901162047529367,0.1427936732541256,0.12059141109809265,0.0,0.6422252395075185,True
212,15.0,6.0,20.0,12.0,-0.2,0.18,60.0,4.0,0,True,0,,0.031154040055097088,0.20567855867535811,0.10716198032995176,0.0,0.6431352579010563,True
